id|gloss|text
01_0339|اب نوم سرير|ابي ينام على السرير
01_0340|الاسبوع_الماضي جد موت رحمه الله|الاسبوع الماضي جدي مات رحمه الله
01_0341|الاسبوع_الماضي صديق جد موت|الاسبوع الماضي صديقي جده مات
01_0342|الجمعه السبت اجازه|الجمعه و السبت عطله
01_0343|شرطه قال ممنوع انتظار|الشرطي قال ممنوع الانتظار
01_0344|صيف نهايه ذهاب برد|الصيف انتهى و جاء الشتاء
01_0345|غني مساعده فقير|الغني يساعد الفقير
01_0346|ولد ذهاب مدرسه ابتسامه|الولد يخرج من المدرسه سعيد
01_0347|ولد دخل مدرسه خوف|الولد يدخل المدرسه خائف
01_0348|هو ابن بنت اول عمر سن سوال اسم سوال|ابنتك الاولى كم عمرها و ما اسمها
01_0349|رقم عمر ابن ولد|كم عمر ابنك
01_0350|اب هو اسم سوال|ابوك ما اسمه
01_0351|ام اب صم|ابي و امي من الصم
01_0352|انا اخ موزه اكل صباح|اخي ياكل الموز صباحا
01_0353|استيقاظ وقت ست صباح|استيقظ الساعه السادسه فجرا
01_0354|اسف فهم كلام لا انا|اسف لا افهم ما تقول
01_0355|انا اسم م ر ا د|اسمي مراد
01_0356|انا تنظيف_اسنان|اغسل اسناني
01_0357|غسل_وجه|اغسل وجهي
01_0358|غسل_يد|اغسل يدي
01_0359|بحر لون ازرق|البحر ازرق
01_0360|عضل رياضه فائده صحه|البروتين مفيد للجسم
01_0361|منزل جدار لون ابيض|الجدار ابيض
01_0362|مدرسه سهل|الدرس سهل
01_0363|مدرسه مشاهده فائده|الدرس مفيد
01_0364|ولد شخص صعود جبل|الرجل يصعد الجبل
01_0365|السبت ماضي انا تعب|السبت الماضي كنت متعب
01_0366|السلام_عليكم|السلام عليكم
01_0367|ولد بناء منزل جميل|الشاب يبني بيت جميل
01_0368|شباب شخص رغبه سباحه|الشاب يحب السباحه
01_0369|صلاه حلو|الصلاه جميله
01_0370|د مساعده انسان|الطبيب يساعد الناس
01_0371|اكل فائده مستشفى|الطعام صحي
01_0372|قلم لون ازرق|القلم ازرق
01_0373|لون قلم انا خاص|القلم هذا لي
01_0374|مدرسه جميل|الكتاب رائع
01_0375|ترجمه سريع ذكي|المترجم سريع وذكي
01_0376|نوم فندق ممتاز سعيد|النوم بالفندق مريح
01_0377|ولد هو كتابه|الولد يكتب الدرس
01_0378|ولد شخص لعب|الولد يلعب
01_0379|مع_السلامه|الى اللقاء
01_0380|ام نداء انا اخ|امي تنادي اخي
01_0381|انا فهم لغه اشاره قليل|انا افهم لغه الاشاره قليلا
01_0382|انا كره طفل بكاء|انا اكره بكاء الطفل
01_0383|انا سعيد سبب مشاهده|انا سعيد برويتك
01_0384|انا عمر اثنان_ثلاثون سن|انا عمري ٣٢ سنه
01_0385|هو حب قهوه كوفي|انت تحب القهوه
01_0386|هو شخص ذكي|انت شخص ذكي
01_0387|هو سوال منزل موقع سوال|ما هو عنوان منزلك
01_0388|انا جد ماضي شراء مزرعه|جدي اشترى مزرعه
01_0389|جد ماضي حب شاي اب انا حب قهوه|جدي يحب الشاي و ابي يحب القهوه
01_0390|مدرسه قصه يوجد طاوله هو|كتاب القصه على الطاوله
01_0391|استفهام سوال ابن جيد|كيف حال ابنك
01_0392|استفهام سوال شخص هو اسره جيد|كيف حال اسرتك
01_0393|انا زوج لا_يوجد|انا لست متزوج
01_0394|مع ذهاب|نذهب معا
01_0395|استفهام هو اسم سوال|ما هو اسمك
01_0396|هو عمل سوال|ماذا تعمل
01_0397|انا صم|انا اصم
01_0398|استفهام هو صم|هل انت اصم
01_0399|استفهام هو زوج|هل انت متزوج
01_0400|كل_يوم صباح مشي وقت اثنان|يوميا في الصباح امشي لمده ساعتين
01_0401|انا رغبه اكل مكرونه|اريد ان اكل المكرونه
01_0402|انا رغبه شراء بيض رز|اريد شراء البيض و الرز
01_0403|انا رغبه ذهاب بحر|اريد ان اذهب الى البحر
01_0404|هو بنت شخص حذاء اسود فستان لون وردي|البنت ترتدي حذاء اسود و فستان وردي
01_0405|صيف ذهاب صيد سمكه|في الصيف اذهب لصيد السمك
01_0406|انا اخ حب لون احمر|اخي يحب اللون الاحمر
01_0407|سرير خفيف سعيد|السرير مريح
01_0408|كلب خلف منزل|الكلب خلف الحائط
01_0409|انا سن الم سن|عندي الم في اسناني
01_0410|انا حفيد مع ذهاب قهوه كوفي|انا و احفادي ذهبنا الى المقهى
01_0411|انا اسف|انا اسف
01_0412|فندق داخل برد|الفندق بارد
01_0413|انا ابن ت س م م بطن|ابني يعاني من تسمم غذائي
01_0414|انا حب لا ال ب ق و ل ي ا ت|لا احب البقوليات
01_0415|انا معرفه سبب اختبار|انا اذاكر للاختبار
01_0416|انا وضوء قبل نوم|انا اتوضا قبل النوم
01_0417|ام نار خلط غرفه خلط|امي تطبخ الفطور في المطبخ
01_0418|طفل لعب بحر قريب|الطفل يلعب على الشاطى
01_0419|انا حب برد|احب البرد
01_0420|انا حب تفاحه موزه انواع صيف|احب اكل الفاكهه في الصيف
01_0421|انا لقاء اقارب مباراه|التقي باقاربي في المباراه
01_0422|سوال موقع بيع|اين المتجر
01_0423|انا ابن بنت بطن|ابنتي تعاني من الم في المعده
01_0424|انا اخ رغبه لا ال خ س|اختي لا تحب الخس
01_0425|دجاج طير في ب ر و ت ي ن|الدجاج فيه بروتين
01_0426|انا اخ مع ارنب قصه رمايه|اخي في فريق الرمايه
01_0427|انتظار اخ بنت جامعه|انتظر اختي في الجامعه
01_0428|شخص خدمه نحيف ركض سرعه|النادل نحيل وسريع
01_0429|طفل بكاء صراخ ازعاج|بكاء الطفل مزعج
01_0430|اخ بنت جديله لون اصفر|شعر اختي طويل ولونه اشقر
01_0431|ذاكره نسيان تذكره طياره|لقد نسيت تذكره الطياره
01_0432|لا طاوله كرسي لا|لا تجلس على الطاوله
01_0433|رغبه وقت اتقان د هضمي|اريد موعد مع طبيب الجهاز الهضمي
01_0434|ولد هو اختفاء شرطه|هرب الرجل من الشرطه
01_0435|انا غسل_وجه صباح|اغسل وجهي في الصباح
01_0436|انا شراء انا اخ شراء دراجه_ناريه|اشترى اخي دراجه ناريه
01_0437|انا منزل مدرسه اخر نهايه|انتهيت من واجباتي المدرسيه
01_0438|حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا|الحقيبه ليست خفيفه
01_0439|كلب جبل صعود|الكلب يصعد الجبل
01_0440|ولد كتابه جدار كتابه|الولد يكتب على الجدار
01_0441|انا الثلاثاء شراء تصوير|ساشتري كاميرا يوم الثلاثاء
01_0442|ممنوع كرسي لا_2|ممنوع الجلوس
01_0443|سوال مال سوال صوره اسود بطن|كم سعر تصوير الموجات فوق الصوتيه للبطن
01_0444|استفهام لوحه الثلاثاء مفتوح هو|هل المحل مفتوح يوم الثلاثاء
01_0445|هو ثلج قليل هنا|الثلج نادر هنا
01_0446|هو تاريخ وقت ولاده|متى موعد الولاده
01_0447|انا حضور تاريخ وقت محدد تاخير|حضرت للموعد متاخر
01_0448|انا رغبه شكوى سبب ازعاج|اريد تقديم شكوى بسبب الازعاج
01_0449|انا اخ رغبه طياره تخفيض|ابي يريد بدل اعاقه
01_0450|انا رغبه كلمه منزل نقل|اريد نقل ملكيه المنزل
01_0451|هو ملكيه منزل خوف انا|هو مالك المنزل الجديد
01_0452|انا جد رغبه حب سوال اخبار تلفاز|جدي يحب مشاهده الاخبار التلفزيونيه
01_0453|انا اخ بناء سوال جبل|اخي يبني بيت فوق الجبل
01_0454|رياضه فائده صحه|الرياضه مفيده للصحه
01_0455|انا مشاهده هويه نظر سوال الاربعاء|لقد وجدت هويتي يوم الاربعاء
01_0456|استفهام بطاقه يوجد|هل لديك رخصه
01_0457|ممنوع اكل بقره جبن انواع|ممنوع ان اكل منتجات الالبان
01_0458|انا جد جيد غني|جدي جيد وغني
01_0459|تقديم فقير اكل|اعطي الفقير اكل
01_0460|استفهام حب بقره او عصير|هل تحب الحليب ام العصير
01_0461|انا غرفه لون وردي|غرفتي لونها وردي
01_0462|موقع منزل سوال|ما هو عنوانك
01_0463|انا ضياع كتاب قصه|فقدت كتاب القصه
01_0464|اتصال زوج|اتصلت بزوجي
01_0465|هو طير دخل سرير تحت|الطائر تحت السرير
01_0466|انا طاعه جد|انا احترم جدي
01_0467|الان تاريخ اثنان عشر|اليوم هو الثاني من اكتوبر
01_0468|انا غدا منزل ترتيب تنظيف|انا ارتب المنزل يوميا
01_0469|استئذان غدا عوده|من قضلك تعال غدا
01_0470|انا رغبه دوره_مياه|اريد ان اذهب الى الحمام
01_0471|زوج هو شراء كل_يوم الجمعه منزل اعطاء|زوجي يشتري اغراض المنزل يوم الجمعه
01_0472|رغبه لا انتظار|اكره الانتظار
01_0473|مال دفع بطاقه سياره مال رخيص|رسوم رخصه القياده رخيصه
01_0474|انا رغبه صوره_شخصيه اربع|انا اريد اربع صور ضوئيه
01_0475|انا اخ عمل بدون|اخي عاطل عن العمل
01_0476|عمر ام انا اثنان_ثلاثون سن|عمر امي اثنان و ثلاثون سنه
01_0477|هو استفهام هو ولد شخص صفه سرقه سوال|صف الرجل الذي سرق
01_0478|هو ولد ولاده اتقان صباح|ولد الطفل سليم في الصباح
01_0479|مشاهده صعب تقلب سبب ازعاج صراخ|اجد صعوبه في النوم بسبب الازعاج
01_0480|انا اخ بنت زواج تاريخ السبت قادم|اختي ستتزوج يوم السبت القادم
01_0481|انا مشاهده معرفه مدرسه|انا استمع للدرس
01_0482|انا حفظ مدرسه داخل مدرسه|انا احفظ الدرس في المدرسه
01_0483|انا ام عمل داخل منزل داخل|امي تعمل في البيت
01_0484|انا رغبه تحويل د بطن|اريد تحويل من طبيب الجهاز الهضمي
01_0485|تاريخ سوال د عوده تاريخ سوال|متى سيعود الطبيب الى المستشفى
01_0486|انا ابن بنت عمر اربع_سنوات|ابنتي عمرها اربع سنوات
01_0487|انا سياره حافله|انا اقود الحافله
01_0488|انا زياره هو جد اسبوع مستمر|ازور جدي كل اسبوع
01_0489|انا سعيد سبب صيف اغلاق|انا سعيد بعطله الصيف
01_0490|انا لبس بنطال لون ازرق|انا البس بنطلون جينز ازرق
01_0491|انا استفراغ دوخه حمى الان|انا اتقيا واعاني من دوخه وحمى الان
01_0492|انا ذهاب فيلم سينما وقت اثنان ليل|انا اذهب الى السينما الساعه الثانيه مساء
01_0493|انا اخ عضو مع السعوديه قصه كره_قدم|اخي عضو في الفريق السعودي لكره القدم
01_0494|بيع جد بيع مزرعه|باع جدي المزرعه
01_0495|معلم بنت نداء اخ بنت|المعلمه تنادي اختي
01_0496|دراجه_ناريه هو خطر|الدراجه الناريه خطيره
01_0497|سوال اخر شهاده سوال|ما هي نتائج الاختبار
01_0498|انا غسل_يد قبل اكل|اغسل يدي قبل الاكل
01_0499|بنت هو لبس لون ابيض|المراه ترتدي لبس ابيض
01_0500|استفهام نسخ بطاقه هو|هل لديك نسخه من التصريح
03_0001|سوال هو|من هو
03_0002|هو معلم لغه اشاره|هو مدرس لغه اشاره
03_0003|استفهام هو معلم هو|هل انت مدرس
03_0004|هو معلم لا انا مدرسه|انت لست مدرس انا طالب
03_0005|هو سوال|هو من
03_0006|هو صديق مدرسه|هو زميلي في المدرسه
03_0007|استفهام هو صديق مدرسه|هل هو زميلك في المدرسه
03_0008|انا اسره رقم ثلاث اشخاص|اسرتي تتكون من ثلاث اشخاص
03_0009|رقم عمر ابن بنت|كم عمر ابنتك
03_0010|عمر اربع سن عمر|عمرها اربع سنوات
03_0011|عمر سن خمسون سن|عمره خمسين سنه
03_0012|سوال بنت ابن|اين ابنته
03_0013|عمر ابن خمسون سن|عمر ابنه خمسين سنه
03_0014|معرفه هو لغه اشاره|هو يعرف لغه الاشاره
03_0015|معرفه لغه اشاره|اعرف لغه الاشاره
03_0016|هو معرفه ام لغه اشاره|هل تعرف والدتك لغه الاشاره
03_0017|لا معرفه لغه اشاره|لا تعلم لغه الاشاره
03_0018|ممكن هو قدره كتابه اسم هو|ممكن تكتب اسمك
03_0019|انا كتابه|انا اكتب
03_0020|استفهام تاريخ الان سوال|ما هو تاريخ اليوم
03_0021|الان واحد شهر عشر|اليوم هو واحد اكتوبر
03_0022|انا ذهاب مدرسه سبب كره_قدم|انا اذهب الى المدرسه لالعب كره القدم
03_0023|انا قلب قدره|انوي القيام به
03_0024|هو رغبه شرب سوال|ماذا تريد ان تشرب
03_0025|انا رغبه شرب شاي|انا اريد ان اشرب الشاي
03_0026|هو رغبه اكل سوال|ماذا تريد ان تاكل
03_0027|انا رغبه اكل رز|اريد ان اكل رز
03_0028|انا رغبه ذهاب مكتبه بعد صيف|اريد ان اذهب الى المكتبه بعد الظهر
03_0029|هو رغبه بعد صيف سوال|ماذا تريد ان تفعل بعد الظهر
03_0030|انا رغبه ذهاب لوحه بقاله|اريد ان اذهب الى السوبرماركت بعد الظهر
03_0031|سبب رغبه شراء|ماذا تريد ان تشتري
03_0032|انا رغبه كوب شراء|اريد شراء كوب
03_0033|انا رغبه معرفه لغه اشاره|اريد ان اتعلم لغه الاشاره
03_0034|انا رغبه ذهاب مدرسه سبب قراءه غدا|اريد ان اذهب الى المدرسه لقراءه الكتب غدا
03_0035|رقم معلم مدرسه هو|كم عدد المدرسين في مدرستك
03_0036|رقم اشخاص مدرسه هو مدرسه|كم عدد الاشخاص في مدرستك
03_0037|سوال قط|اين القطه
03_0038|قط صغير تحت طاوله|القط الصغير تحت الطاوله
03_0039|اب هو منزل يوجد|والدك في المنزل
03_0040|لا منزل لا_يوجد|ليس في المنزل
03_0041|سوال اب|اين والدك
03_0042|اب مستشفى يوجد|والدي في المستشفى
03_0043|سوال عمل|اين يعمل
03_0044|صديق انا مدرسه|صديقي في المدرسه
03_0045|انا ام منزل|امي في المنزل
03_0046|سوال كوب شرب|اين الكوب
03_0047|سوال صديق هو|اين اصدقائك
03_0048|قراءه سوال مكان مدرسه|القراءه في المدرسه
03_0049|طاوله هو سوال|ماذا يوجد على الطاوله
03_0050|طاوله كتاب لاب_توب يوجد|هناك كتب و كمبيوترعلى الطاوله
03_0051|هو اسم هو|ما اسمه
03_0052|اسم هو ولد خلف|ما اسم ذلك الرجل في الخلف
03_0053|استئذان انا كرسي الان|ممكن اجلس على الكرسي
03_0054|استئذان دعوه كرسي|من فضلك اجلس
03_0055|سوال كرسي يوجد سوال|ماذا يوجد على الكرسي
03_0056|كرسي قط صغير فوق_كرسي|هناك قط صغير على الكرسي
03_0057|يوجد مدرسه يوجد بيع|يوجد متجر في المدرسه
03_0058|رقم وقت الان|كم الوقت الان
03_0059|وقت سوال عشر|الساعه العاشره
03_0060|وقت هو صيف اكل وقت سوال|متى تاكل في الظهر
03_0061|تاريخ وقت اب انا منزل اخر تاريخ|متى سيعود ابي الى المنزل
03_0062|وقت خمس ليل|الوقت الخامسه مساء
03_0063|هو تاريخ ذهاب سينما فيلم تاريخ|متى نذهب الى السينما
03_0064|هو الان مطر|يوجد مطر الان
03_0065|لا مطر الان لا|لا يوجد مطر الان
03_0066|لا برد الان|لا يوجد برد الان
03_0067|سوال صحه هو|كيف حالك
03_0068|شكر د|شكرا دكتور
03_0069|هو مطر غدا|هل ستمطر غدا
03_0070|لا غدا مطر لا|لن تمطر غدا
03_0071|هو عمل سوال|ماذا تعمل
03_0072|انا شعر قراءه|انا اقرا
03_0073|انا شراء تفاحه موزه انواع|انا اشتريت فواكه
03_0074|انا سعيد مقابله|انا سعيد بلقائك
03_0075|هو رغبه رياضه سوال قلب رغبه سوال|ما هي الرياضه التي تحبها
03_0076|انا حب كره_قدم كثير حب|احب لعب كره القدم كثيرا
03_0077|سوال هو شراء تفاحه|هل اشتريت التفاح
03_0078|انا شراء تفاحه لا_يوجد|انا لم اشتري التفاح
03_0079|هو لبس جيد حلو|لبسه جميل
03_0080|جو برد قليل|الجو بارد قليلا
03_0081|انا الان ماضي تعب|كنت متعب قليلا امس
03_0082|هو مشاهده هاتف مشاهده|هل رايت هاتفي
03_0083|هو صديق انا|هو صديقي
03_0084|سوال عمر اخ هو|كم هو عمر اخيك
03_0085|انا استيقاظ وقت خمس صباح كل_يوم|استيقظ في الخامسه كل صباح
03_0086|نهايه كتابه منزل نهايه|انتهيت من واجباتي
03_0087|انا خلط اكل خلط كل_يوم ليل|اطبخ كل ليله
03_0088|انا خوف|انا خائف
03_0089|سبب خوف|لماذا انت خائف
03_0090|دعوه مع دعوه اكل ليل دعوه الان ليل|لنتناول العشاء معا الليله
03_0091|سوال كرسي حمام|اين الحمام
03_0092|انا رغبه شرب بقره|اريد ان اشرب الحليب
03_0093|اعاده عوده مدرسه حافله|نعود الى المدرسه بالحافله
03_0094|هو اكل صباح اكل هو|هل اكلت الفطور
03_0095|انا اب خلط اكل نارغرفه|ابي يعد العشاء في المطبخ
03_0096|مكتبه مدرسه جميل|مكتبه المدرسه جميله
03_0097|لا حب اكل موز|لا احل اكل الموز
03_0098|كتاب جواز تذكره طياره حقيبه_يد يوجد|جواز سفري و تذكره الطياره في الحقيبه
03_0099|انا اب حادث|تعرض ابي لحادث
03_0100|انا اكل ليل وقت تسع|انا اكل العشاء الساعه التاسعه
03_0101|انا زوج عمل كثير|زوجي يعمل كثيرا
03_0102|زوج عمل سوال اكل لوحه|زوجي يعمل في المطعم
03_0103|هو طفل رغبه لعب انواع كثير|يريد الطفل العاب متنوعه
03_0104|رغبه حذاء خوف|اريد حذاء جديد
03_0105|انا رغبه تلفاز حاسب خوف|اريد كمبيوتر جديد
03_0106|هو رغبه دراجه|اريد دراجه
03_0107|زهره مطر رغبه|الزهور تحتاج المطر
03_0108|استفهام هو جوع اكل هو|هل انت جائع
03_0109|هو يوجد سلطه اتقان|هل لديك سلطه طازجه
03_0110|استفهام هو تفاحه اتقان|هل لديك تفاح طازج
03_0111|اخ جوع|اخي جائع
03_0112|هو ام جوع|والدتك جائعه
03_0113|الان تفاحه موزه يوجد لوحه|يوجد اليوم تفاح و موز في السوبرماركت
03_0114|هو مساعده|هل تساعدني
03_0115|شرطه استفهام منزل ام سوال|يسالني الشرطي عن مكان والدتي
03_0116|تاريخ زوج هو ذهاب سينما|متى سيذهب زوجك للسينما
03_0117|معلم ذهاب مركز صم يوم الاربعاء|يذهب المعلم الى مركز الصم يوم الاربعاء
03_0118|شخص صم ذهاب مركز صم|يذهب الاصم الى مركز الصم
03_0119|انا بيتزا سوال لوحه اكل|انا اكل البيتزا في المطعم
03_0120|هو رغبه حب اكل شوكولاته بسكوت حب هو|تحب ان تاكل البسكوت و الشوكولاته
03_0121|انا سياره ركوب ذهاب لوحه بقاله شوكولاته|انا اقود الى السوبرماركت
03_0122|بنت دراجه|البنت تركب دراجه
03_0123|انا صديق دراجه ماضي|ركب صديقي دراجه امس
03_0124|شرطه دراجه_ناريه|يركب الشرطي دراجه ناريه
03_0125|ولد صم هو سياره قدره|الرجل الاصم يقود سياره
03_0126|مدرسه شخص سياره ذهاب وصل مركز سياره|ياتي الطالب الى المعهد بالسياره
03_0127|استفهام الحذاء مشاهده سوال|هل رايت الحذاء
03_0128|هو قدره مشاهده نظاره|هل رايت النظارات
03_0129|لاب_توب حاسب مشاهده لاب_توب|هل رايت الكمبيوتر
03_0130|انا ذهاب سينما الان ليل|انا ذاهب الى السينما الليله
03_0131|اخ ذهاب اكل لوحه|ذهب اخي الى المطعم
03_0132|انا ذهاب لوحه شوكولاته بقاله انواع شراء|انا ذاهب الى السوبرماركت
03_0133|زوج ذهاب لوحه بقاله|يذهب الزوج الى السوبرماركت
03_0134|دعوه نداء اكل رغبه تعداد|اطلب من النادل
03_0135|الان برد ليل برد|الجو بارد الليله
03_0136|الان برد ماضي مركز صم|شعرت بالبرد في مركز الصم امس
03_0137|انا شعور برد حافله داخل ليل الان|انا اشعر بالبرد في الحافله الليله
03_0138|شراء شاي شرب رغبه هو|هل تريد شراء الشاي
03_0139|انا شراء شوكولاته|انا اشتري الشوكولاته
03_0140|ولد شخص شراء ماء|الولد يشتري الماء
03_0141|انا غدا حاسب شراء|سوف اشتري كمبيوتر غدا
03_0142|الان خس ال خ س لوحه بقاله|اليوم نشتري الخس من السوبرماركت
03_0143|انا الان خلط اكل|انا اطبخ الان
03_0144|الان خلط لا|لا اطبخ الان
03_0145|وقت سوال حافله دخول|متى تاتي الحافله
03_0146|وقت رئيس ذهاب وقت سوال|متى ياتي الرئيس
03_0147|رقم بسكوت مال تفاحه مال رقم|كم سعر البسكوت والتفاح
03_0148|زوج هو معرفه لغه اشاره|زوجك يتعلم لغه الاشاره
03_0149|هو صديق هو معرفه لغه اشاره|صديقك يتعلم لغه الاشاره
03_0150|بنت هو قراءه|المراه تقرا
03_0151|ولد قراءه|الولد يقرا
03_0152|صديق كتاب قراءه|صديقي يقرا كتاب
03_0153|ام قراءه كل_يوم السبت|الام تقرا كتاب يوم السبت
03_0154|اخ حب كتاب خوف هو|يحب اخوك قراءه كتاب جديد
03_0155|انا حب شاي|نحن نحب الشاي
03_0156|انا حب بقره اتقان|انا احب الحليب الطازج
03_0157|طفل حب ثلج هو|الطفل يحب الثلج
03_0158|انا حب شوكولاته بقره|انا احب الشوكولاته و الحليب
03_0159|هو حب شوكولاته بسكوت|تحب الشوكولاته او البسكوت
03_0160|سلطه اتقان ممتاز|السلطه الطازجه طعمها جيد
03_0161|موزه تفاحه اتقان ممتاز جيد|طعم الموز والتفاح الطازج جيد
03_0162|انا صديق كتابه|صديقي يكتب
03_0163|ممكن صديق قدره كتابه|يمكن لصديقي ان يكتب
03_0164|لعب هو ممتاز|اللعبه جميله
03_0165|انا بحث تفاحه احمر|انا ابحث عن تفاح احمر
03_0166|هو رغبه قهوه شاي رغبه سوال|هل تريد قهوه او شاي
03_0167|هو بحث قهوه شاي|هل تريد شاي ام قهوه
03_0168|انا بحث تفاحه احمر شوكولاته|انا ابحث عن تفاح احمر و شوكولاته
03_0169|رئيس اتصال|الرئيس على الهاتف
03_0170|استفهام غدا صديق لقاء|هل ستلتقي بصديقك غدا
03_0171|انا غدا صديق لقاء|سالتقي بصديقي غدا
03_0172|هو شرب هو|هو يشرب ماء
03_0173|انا شرب ماضي|شربت الماء امس
03_0174|ولد شخص ماء هو|الولد يشرب الماء
03_0175|نسيان دراجه|نسيت الدراجه
03_0176|انا جميع جوع|نحن جائعون
03_0177|حافله خوف هو|الحافله جديده
03_0178|سوال بيتزا|اين البيتزا
03_0179|نظاره غالي|النظارات غاليه
03_0180|حذاء رخيص|الحذاء رخيص
03_0181|حاسب لاب_توب غالي|الكمبيوتر غالي السعر
03_0182|شوكولاته صحه|الشوكولاته صحيه
03_0183|اب مستشفى منزل سبب حادث|والدي في المستشفى لانه تعرض لحادث
03_0184|استئذان عصير تفاحه|من فضلك اعطني عصير تفاح
03_0185|رغبه صوره قط صغير|ابني يريد تصوير القط الصغير
03_0186|انا خوف ولاده قبل وقت|اخاف من الولاده قبل الاوان
03_0187|انا ام ذهاب مستشفى سبب مرض|ذهبت والدتي الى المستشفى لانها مريضه
03_0188|انا نوم تقلب|اجد صعوبه في النوم
03_0189|ابن زعل سبب كلب موت|ابني حزين لان الكلب مات
03_0190|جد ماضي هو حزن سبب طير موت|جدي حزين لان الطائر مات
03_0191|انا زعل سبب قط موت الان صباح|انا حزين لان قطتي ماتت هذا الصباح
03_0192|انا ذهاب مزرعه شراء بيض موزه انواع|اذهب الى المزرعه لشراء البيض و الموز
03_0193|وجوب استيقاظ وقت سبع كل_يوم|يجب ان استيقظ الساعه السادسه كل يوم
03_0194|انا صديق صم قدره ترجمه اشاره|صديقي اصم لكن يمكنني ان اترجم له
03_0195|استئذان تذكره طياره عطاء|من فضلك اعطني تذكره الرحله
03_0196|ترجمه ذهاب مركز الثلاثاء مستمر|المترجم يذهب الى المعهد كل يوم ثلاثاء
03_0197|انا حفيد رغبه سباحه بحر|احفادي يرغبون السباحه في البحر
03_0198|انا معرفه اخبار ترجمه مشاهده معرفه|انا افهم الاخبار مع الترجمه
03_0199|مشاهده شاشه قليل مشاهده اخبار|نادرا اشاهد الاخبار التلفزيونيه
03_0200|انا غدا وقت اثنان عمل خلاص|ينتهي عملي غدا الساعه الثانيه
03_0201|هو هاتف اتصال شرطه|انت اتصلت بالشرطه
03_0202|رغبه ساعه تخفيض طياره معاق|اريد خصم الرحله للمعاقين
03_0203|انا اسم سياره اسم|اريد نقل ملكيه سيارتي
03_0204|استفهام صدر خوف مسوول سوال سياره اسم|من سيكون المالك الجديد
03_0205|هو وجوب شرب زياده|يجب ان تشرب الكثير من الماء
03_0206|كتاب صباح صيف مكتبه لوحه صباح صيف|المكتب مفتوح في الصباح و الظهر
03_0207|ولد سرق هاتف|سرق شخص ما هاتفي
03_0208|انا ولد هو هاتف اخذ اختفاء|اخذ رجل الهاتف وهرب
03_0209|انت سوال ذهاب جري|الى اين ركض
03_0210|مستمر جري بحر|ركض الى الشاطئ
03_0211|سوال هو ماضي هو|اين كنت
03_0212|هو ماضي كوفي انتظار|كنت في مقهى
03_0213|هو انا بحث هاتف بحث جواب|سوف ابحث عن الهاتف و نبلغك
03_0214|هو رغبه اسبوع اخر راحه سعيد|اتمنى لك عطله نهايه اسبوع سعيده
03_0215|انا رغبه جواز سفر رغبه|اريد الحصول على جواز سفر
03_0216|رغبه شكوى|اريد تقديم شكوى
03_0217|انا رغبه طبيب د|انا بحاجه الى طبيب
03_0218|د يوجد غدا يوجد|الطبيب موجود غدا
03_0219|مشكله سوال|ما المشكله
03_0220|انا لا صحه سيئ|صحتي غير جيده
03_0221|انا استفراغ ثاني اسهال انا|انا اتقيا و اعاني من الاسهال
03_0222|تاريخ سوال اسهال تاريخ فتح|منذ متى تعاني من الاسهال
03_0223|ثلاث قبل|ثلاث ايام
03_0224|هو حمى هو|هل لديك حمى
03_0225|نعم انا دوخه|نعم انا اعاني من دوخه
03_0226|انا ماضي ثلاث اكل سوال|ماذا اكلت قبل ثلاث ايام
03_0227|انا رغبه وقت موعد صوره بطن رغبه|اريد موعدا لاجراء تصوير البطن بالموجات فوق الصوتيه
03_0228|هو تجنب بقره خضار انواع تجنب|تجنب منتجات الالبان و الخضار
03_0229|انا قدره دجاج سمكه|يمكنني اكل الدجاج و السمك
03_0230|تمام اريد اكل رز مكرونه قدره|بالطبع يمكن ان تاكل الرز و المكرونه
03_0231|انا عمل لا_يوجد تامين لا_يوجد|انا عاطل عن العمل و ليس لدي تامين
03_0232|هو دفع مال سوال|اين دفع الرسوم
03_0233|بنك اي_شي|في احد البنوك
03_0234|هو مقابله ملكيه مقابله محادثه|هل تحدثت الى المالك
03_0235|اعاده عوده ثلاث عوده|تعال مره اخرى بعد ثلاث ايام
03_0236|هو عوده مع هو|هل جئتم معا
03_0237|ان_شاء_الله غدا دفع|ان شاء الله ادفع غدا
03_0238|رغبه مستقبل سعيد|اتمنى لك مستقبل سعيد
03_0239|مهم بطاقه هويه اخذ صوره|احتاج الى بطاقه الهويه و صوره ضوئيه
03_0240|ولد سرقه حقيبه_يد|سرق الرجل حقيبتي
03_0241|هو اختبار اخر شهاده|سيتم اختبارك و ستحصل على النتائج
03_0242|هو رخصه رسمي واحد ثلاث|ستكون الرخصه جاهزه في غضون ثلاث اسابيع
03_0243|بطاقه سوال اسابيع ثلاث|سيكون التصريح جاهز في غضون ثلاث اسابيع
03_0244|جواز كتاب اتقان ممكن عشر_ايام|سيكون جواز السفر جاهز في غضون عشر ايام
03_0245|وجوب دفع جواز سفر|يجب عليك دفع رسوم جواز السفر
03_0246|شكر|شكرا
03_0247|شكر مساعده|شكرا لمساعدتك
03_0248|صباح خير|صباح الخير
03_0249|صباح خير طاعه خدمه سوال|صباح الخير كيف يمكنني ان اخدمك
03_0250|صباح خير هو رغبه مساعده|صباح الخير هل تحتاج مساعده
03_0251|ولد صفه سوال|صف الرجل
